#Plane_2v1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             448
1    -19.37503     1.52298             33407
2    -30.80576     1.63982             114103
3    -30.34588     1.37621             137071
4    -31.85554     2.77145             59722
5    70.50000     0.00000             8994
