#Plane_1x2
#Card       tzero  t_zero_err      entries
0    -29.50000     0.00000             543
1    -33.30950     2.68194             51693
2    -36.19588     2.12607             75616
3    -32.82257     2.01165             74247
4    -31.85745     2.92093             72642
5    -32.29051     3.59953             61450
6    -24.26119     4.59645             12801
