#Plane_2v2
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             505
1    -21.78477     1.77602             37007
2    -21.13178     1.11456             117693
3    -20.35637     0.93103             133805
4    -28.03949     2.10686             55248
5    -29.70495     5.78767             8202
