#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -31.44006     9.29175             2320
1    -34.12124     3.68136             33843
2    -32.06307     1.55543             147875
3    74.43265     3.57683             137399
4    -22.61950     2.42695             21555
5    -19.50000     0.00000             1530
