#Plane_2u1
#Card       tzero  t_zero_err      entries
0    -28.55200     5.75263             4641
1    -30.31316     1.98843             34752
2    -21.56581     0.97397             127938
3    -20.93680     0.93029             147668
4    -23.23933     2.09559             34854
5    -20.85166     4.59376             2857
