#Plane_2v2
#Card       tzero  t_zero_err      entries
0    20.50000     0.00000             144
1    6.13478     0.46044             171978
2    6.95016     0.33650             319930
3    7.66643     0.78906             117464
4    -0.22888     0.66436             25056
5    -3.50000     0.00000             1779
