#Plane_2x2
#Card       tzero  t_zero_err      entries
0    5.44981     1.18988             20397
1    5.53051     0.35320             216769
2    5.15638     0.42514             204422
3    6.34602     0.65750             115941
4    -2.84002     0.21137             53778
5    -4.28613     0.64665             18270
6    0.50000     0.00000             1063
