#Plane_2u2
#Card       tzero  t_zero_err      entries
0    -2.43166     0.64925             12202
1    -2.60296     0.25241             112319
2    -1.22619     0.10304             403425
3    97.10775     5.79133             107741
4    10.50000     0.00000             1147
5    40.50000     0.00000             7
