#Plane_1u1
#Card       tzero  t_zero_err      entries
0    -9.50000     0.00000             141
1    -32.33522     3.10259             39530
2    -34.77831     1.68784             139422
3    -33.52024     1.94003             89687
4    -36.28104     3.21100             28611
5    70.50000     0.00000             3203
