#Plane_1v2
#Card       tzero  t_zero_err      entries
0    -5.42076     1.46492             5475
1    -5.38969     0.40706             83102
2    -3.93689     0.10001             392613
3    100.92505     3.30220             262292
4    5.87723     1.61685             22835
5    10.50000     0.00000             1099
